site_id,plot_id,date,year,Year,Year,DOY,Month,Week,Day,DAP,unix_ts,Easting,Northing,Elev_m,Slope_deg,TWI,pct_clay,pct_sand,pct_silt,pct_om,Ksat_um_s,Precip_mm,Irrigation_mm,ETref_mm,RelHum_pct,WindSpeed_m_s,SolarRad_MJ_m2_d,SoilTemp_C_10cm,T_high_C,T_low_C,Cum_Irrigation_mm,Cum_ETref_mm,Cum_GDD_base10_Cd,GDD_base10_Cd,GDD_base4p4_Cd,SAVI,savi_is_sentinel,DSAVI,VV_median_dB,VH_median_dB,VV_median_last_dB,VH_median_last_dB,VVVH_last_dB,dVV_median_obs_dB,dVH_median_obs_dB,SAR_obs,SAR_days_since,SWD_mech,SWD_prev_mm,N_kg_ha,AWC,CF,DP,Days_Since_Fert,ETa_SIMS,FC,RO_CN,WP,cos_DOY,sin_DOY,Date,Management_Plot_ID
scal,17,8/31/2023,2023,2023,2023,243,8,35,31,1224,1693440000,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,7.01,68,3.04,21.88,23.778,29.889,14.889,203.2,707.142,1319.7,12.2,15,0.492857143,0,-0.002857143,-11.23360882,-17.08372828,-14.65302451,-17.31067451,2.657650005,-1.215195177,-0.072619714,0,9,68.04676969,62.97276969,271.5941,0.17,68.04676969,0,1232,5.074,0.283,0,0.176,-0.504961055,-0.863142128,8/31/2023,17
scal,17,9/1/2023,2023,2023,2023,244,9,35,1,1225,1693526400,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,31.75,7.569,67,2.861,22.22,24.833,32.222,15.278,234.95,714.711,1331.9,12.2,15.6,0.49,0,-0.002857143,-11.23360882,-17.08372828,-14.65302451,-17.31067451,2.657650005,-1.215195177,-0.072619714,0,10,41.71376969,68.04676969,271.5941,0.17,41.71376969,0,1233,5.417,0.283,0,0.176,-0.490028666,-0.871706319,9/1/2023,17
scal,17,9/2/2023,2023,2023,2023,245,9,35,2,1226,1693612800,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,8.636,57,2.459,22.37,25.889,35.667,17.444,234.95,723.347,1345.2,13.3,16.7,0.46,0,-0.03,-11.23360882,-17.08372828,-14.65302451,-17.31067451,2.657650005,-1.215195177,-0.072619714,0,11,48.12776969,41.71376969,271.5941,0.17,48.12776969,0,1234,6.414,0.283,0,0.176,-0.474951072,-0.880012204,9/2/2023,17
scal,17,9/3/2023,2023,2023,2023,246,9,35,3,1227,1693699200,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,8.611,55,2.593,21.96,26.056,34.722,16.667,234.95,731.958,1358.5,13.3,16.1,0.43,0,-0.03,-10.95511218,-16.13571165,-10.95511218,-16.13571165,5.180599467,3.697912323,1.174962861,1,0,54.31576969,48.12776969,271.5941,0.17,54.31576969,0,1235,6.188,0.283,0,0.176,-0.459732739,-0.888057323,9/3/2023,17
scal,17,9/4/2023,2023,2023,2023,247,9,36,4,1228,1693785600,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,1.524,0,8.56,60,2.816,21.79,25.833,34.056,15.111,234.95,740.518,1370.7,12.2,15.6,0.432,0,0.002,-11.23360882,-17.08372828,-10.95511218,-16.13571165,5.180599467,3.697912323,1.174962861,0,1,59.07576969,54.31576969,271.5941,0.17,59.07576969,0,1236,6.28,0.283,0,0.176,-0.444378178,-0.895839291,9/4/2023,17
scal,17,9/5/2023,2023,2023,2023,248,9,36,5,1229,1693872000,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,6.985,63,4.113,21.17,24.944,25.556,14.5,234.95,747.503,1380.7,10,15,0.434,0,0.002,-11.23360882,-17.08372828,-10.95511218,-16.13571165,5.180599467,3.697912323,1.174962861,0,2,62.94376969,59.07576969,271.5941,0.17,62.94376969,0,1237,3.868,0.283,0,0.176,-0.428891938,-0.903355802,9/5/2023,17
scal,17,9/6/2023,2023,2023,2023,249,9,36,6,1230,1693958400,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,5.156,63,1.743,19.63,23.389,25,10.556,234.95,752.659,1388.5,7.8,13.3,0.436,0,0.002,-11.23360882,-17.08372828,-10.95511218,-16.13571165,5.180599467,3.697912323,1.174962861,0,3,66.52976969,62.94376969,271.5941,0.17,66.52976969,0,1238,3.586,0.283,0,0.176,-0.413278608,-0.91060463,9/6/2023,17
scal,17,9/7/2023,2023,2023,2023,250,9,36,7,1231,1694044800,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,5.537,63,2.012,18.03,22.889,27.444,10.833,234.95,758.196,1397.4,8.9,13.3,0.438,0,0.002,-11.23360882,-17.08372828,-10.95511218,-16.13571165,5.180599467,3.697912323,1.174962861,0,4,70.93976969,66.52976969,271.5941,0.17,70.93976969,0,1239,4.41,0.283,0,0.176,-0.397542814,-0.917583626,9/7/2023,17
scal,17,9/8/2023,2023,2023,2023,251,9,36,8,1232,1694131200,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,5.563,59,1.52,20.35,24,28.833,13.833,234.95,763.759,1408.5,11.1,14.4,0.44,0,0.002,-11.23360882,-17.08372828,-10.95511218,-16.13571165,5.180599467,3.697912323,1.174962861,0,5,74.90276969,70.93976969,271.5941,0.17,74.90276969,0,1240,3.963,0.283,0,0.176,-0.38168922,-0.924290722,9/8/2023,17
scal,17,9/9/2023,2023,2023,2023,252,9,36,9,1233,1694217600,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,5.004,65,1.431,17.53,24.222,29.111,12.944,234.95,768.763,1419.1,10.6,14.4,0.4175,0,-0.0225,-11.23360882,-17.08372828,-10.95511218,-16.13571165,5.180599467,3.697912323,1.174962861,0,6,79.13776969,74.90276969,271.5941,0.17,79.13776969,0,1241,4.235,0.283,0,0.176,-0.365722523,-0.930723931,9/9/2023,17
scal,17,9/10/2023,2023,2023,2023,253,9,36,10,1234,1694304000,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,12.954,0,1.295,88,1.565,4.16,21.889,19.167,13.889,234.95,770.058,1425.2,6.1,11.7,0.395,0,-0.0225,-11.23360882,-17.08372828,-10.95511218,-16.13571165,5.180599467,3.697912323,1.174962861,0,7,67.94075008,79.13776969,271.5941,0.17,67.94075008,0,1242,1.752,0.283,0.000980392,0.176,-0.349647455,-0.936881346,9/10/2023,17
scal,17,9/11/2023,2023,2023,2023,254,9,37,11,1235,1694390400,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,3.937,69,1.609,16.92,21.222,21.5,10.389,234.95,773.995,1430.8,5.6,11.1,0.3725,0,-0.0225,-11.23360882,-17.08372828,-10.95511218,-16.13571165,5.180599467,3.697912323,1.174962861,0,8,69.93975008,67.94075008,271.5941,0.17,69.93975008,0,1243,1.999,0.283,0,0.176,-0.333468779,-0.942761143,9/11/2023,17
scal,17,9/12/2023,2023,2023,2023,255,9,37,12,1236,1694476800,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,3.556,63,0.581,20.83,19.833,23.444,7.556,234.95,777.551,1437.5,6.7,10.6,0.35,0,-0.0225,-11.23360882,-17.08372828,-10.95511218,-16.13571165,5.180599467,3.697912323,1.174962861,0,9,72.57175008,69.93975008,271.5941,0.17,72.57175008,0,1244,2.632,0.283,0,0.176,-0.317191289,-0.94836158,9/12/2023,17
scal,17,9/13/2023,2023,2023,2023,256,9,37,13,1237,1694563200,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,4.547,63,1.431,18.53,19.889,25.056,8.5,234.95,782.098,1444.7,7.2,12.2,0.345,0,-0.005,-11.23360882,-17.08372828,-10.95511218,-16.13571165,5.180599467,3.697912323,1.174962861,0,10,75.76375008,72.57175008,271.5941,0.17,75.76375008,0,1245,3.192,0.283,0,0.176,-0.300819808,-0.953680997,9/13/2023,17
scal,17,9/14/2023,2023,2023,2023,257,9,37,14,1238,1694649600,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,4.14,66,1.565,15.32,21.056,24.944,11.944,234.95,786.238,1453,8.3,13.9,0.34,0,-0.005,-11.23360882,-17.08372828,-10.95511218,-16.13571165,5.180599467,3.697912323,1.174962861,0,11,78.92575008,75.76375008,271.5941,0.17,78.92575008,0,1246,3.162,0.283,0,0.176,-0.284359187,-0.958717817,9/14/2023,17
scal,17,9/15/2023,2023,2023,2023,258,9,37,15,1239,1694736000,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,2.184,84,1.207,9.2,20.611,21.611,13.222,234.95,788.422,1460.2,7.2,12.8,0.335,0,-0.005,-11.13914528,-18.67399458,-11.13914528,-18.67399458,7.534849303,-0.184033092,-2.538282929,1,0,80.68175008,78.92575008,271.5941,0.17,80.68175008,0,1247,1.756,0.283,0,0.176,-0.267814305,-0.963470549,9/15/2023,17
scal,17,9/16/2023,2023,2023,2023,259,9,37,16,1240,1694822400,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,4.75,69,1.609,19.03,21.389,26.611,10.111,234.95,793.172,1468.5,8.3,12.8,0.33,0,-0.005,-11.23360882,-17.08372828,-11.13914528,-18.67399458,7.534849303,-0.184033092,-2.538282929,0,1,83.47275008,80.68175008,271.5941,0.17,83.47275008,0,1248,2.791,0.283,0,0.176,-0.251190064,-0.967937783,9/16/2023,17
scal,17,9/17/2023,2023,2023,2023,260,9,37,17,1241,1694908800,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,4.343,61,1.073,19.74,21.333,25.944,7.833,234.95,797.515,1476.3,7.8,11.7,0.31,0,-0.02,-11.23360882,-17.08372828,-11.13914528,-18.67399458,7.534849303,-0.184033092,-2.538282929,0,2,86.11575008,83.47275008,271.5941,0.17,86.11575008,0,1249,2.643,0.283,0,0.176,-0.23449139,-0.972118197,9/17/2023,17
scal,17,9/18/2023,2023,2023,2023,261,9,38,18,1242,1694995200,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,9.068,56,2.861,19.24,21.833,33.278,9.611,234.95,806.583,1486.3,10,12.8,0.29,0,-0.02,-11.23360882,-17.08372828,-11.13914528,-18.67399458,7.534849303,-0.184033092,-2.538282929,0,3,91.01175008,86.11575008,271.5941,0.17,91.01175008,0,1250,4.896,0.283,0,0.176,-0.21772323,-0.976010551,9/18/2023,17
scal,17,9/19/2023,2023,2023,2023,262,9,38,19,1243,1695081600,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,5.512,59,1.431,18.04,23.5,32.333,15.278,234.95,812.095,1498.5,12.2,15.6,0.3,0,0.01,-11.23360882,-17.08372828,-11.13914528,-18.67399458,7.534849303,-0.184033092,-2.538282929,0,4,94.97375008,91.01175008,271.5941,0.17,94.97375008,0,1251,3.962,0.283,0,0.176,-0.200890555,-0.979613692,9/19/2023,17
scal,17,9/20/2023,2023,2023,2023,263,9,38,20,1244,1695168000,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,5.436,70,2.19,17.07,23.611,29.611,14.5,234.95,817.531,1510.2,11.7,15,0.31,0,0.01,-11.23360882,-17.08372828,-11.13914528,-18.67399458,7.534849303,-0.184033092,-2.538282929,0,5,98.18575008,94.97375008,271.5941,0.17,98.18575008,0,1252,3.212,0.283,0,0.176,-0.183998352,-0.982926552,9/20/2023,17
scal,17,9/21/2023,2023,2023,2023,264,9,38,21,1245,1695254400,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,24.892,0,4.14,77,3.353,9.14,22.222,26.333,16.278,234.95,821.671,1521.3,11.1,16.1,0.29,0,-0.02,-11.23360882,-17.08372828,-11.13914528,-18.67399458,7.534849303,-0.184033092,-2.538282929,0,6,77.50756216,98.18575008,271.5941,0.17,77.50756216,0,1253,2.25,0.283,1.963812081,0.176,-0.167051626,-0.98594815,9/21/2023,17
scal,17,9/22/2023,2023,2023,2023,265,9,38,22,1246,1695340800,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,15.24,0,2.032,88,2.012,7.24,20.333,22.556,15.611,234.95,823.703,1530.2,8.9,14.4,0.27,0,-0.02,-11.23360882,-17.08372828,-11.13914528,-18.67399458,7.534849303,-0.184033092,-2.538282929,0,7,63.75225447,77.50756216,271.5941,0.17,63.75225447,0,1254,1.387,0.283,0.097692308,0.176,-0.150055398,-0.98867759,9/22/2023,17
scal,17,9/23/2023,2023,2023,2023,266,9,38,23,1247,1695427200,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,5.004,70,2.459,14.89,21.389,26.5,13.556,234.95,828.707,1540.2,10,14.4,0.25,0,-0.02,-11.23360882,-17.08372828,-11.13914528,-18.67399458,7.534849303,-0.184033092,-2.538282929,0,8,65.69525447,63.75225447,271.5941,0.17,65.69525447,0,1255,1.943,0.283,0,0.176,-0.133014707,-0.991114064,9/23/2023,17
scal,17,9/24/2023,2023,2023,2023,267,9,38,24,1248,1695513600,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,5.258,63,2.101,18.73,19,25.944,10.556,234.95,833.965,1548,7.8,13.3,0.23,0,-0.02,-11.23360882,-17.08372828,-11.13914528,-18.67399458,7.534849303,-0.184033092,-2.538282929,0,9,68.05425447,65.69525447,271.5941,0.17,68.05425447,0,1256,2.359,0.283,0,0.176,-0.1159346,-0.993256849,9/24/2023,17
scal,17,9/25/2023,2023,2023,2023,268,9,39,25,1249,1695600000,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,4.572,63,1.341,18.47,19.556,27.444,11.222,234.95,838.537,1556.9,8.9,13.3,0.215,0,-0.015,-11.23360882,-17.08372828,-11.13914528,-18.67399458,7.534849303,-0.184033092,-2.538282929,0,10,70.14525447,68.05425447,271.5941,0.17,70.14525447,0,1257,2.091,0.283,0,0.176,-0.098820139,-0.995105311,9/25/2023,17
scal,17,9/26/2023,2023,2023,2023,269,9,39,26,1250,1695686400,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,4.089,69,1.52,18.22,19.556,24.444,11.167,234.95,842.626,1564.7,7.8,13.3,0.2,0,-0.015,-11.23360882,-17.08372828,-11.13914528,-18.67399458,7.534849303,-0.184033092,-2.538282929,0,11,72.02625447,70.14525447,271.5941,0.17,72.02625447,0,1258,1.881,0.283,0,0.176,-0.081676395,-0.996658902,9/26/2023,17
scal,17,9/27/2023,2023,2023,2023,270,9,39,27,1251,1695772800,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,4.14,68,1.341,18.24,19.556,26,9.167,234.95,846.766,1572.5,7.8,12.2,0.2125,0,0.0125,-8.616957714,-16.90836534,-8.616957714,-16.90836534,8.291407628,2.522187563,1.765629238,1,0,73.91225447,72.02625447,271.5941,0.17,73.91225447,0,1259,1.886,0.283,0,0.176,-0.064508449,-0.997917161,9/27/2023,17
scal,17,9/28/2023,2023,2023,2023,271,9,39,28,1252,1695859200,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,7.645,61,2.816,17.26,20.778,33.111,12.833,234.95,854.411,1583.6,11.1,14.4,0.225,0,0.0125,-11.23360882,-17.08372828,-8.616957714,-16.90836534,8.291407628,2.522187563,1.765629238,0,1,77.03025447,73.91225447,271.5941,0.17,77.03025447,0,1260,3.118,0.283,0,0.176,-0.047321388,-0.998879716,9/28/2023,17
scal,17,9/29/2023,2023,2023,2023,272,9,39,29,1253,1695945600,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,8.814,53,3.576,16.24,22.833,33.5,19.056,234.95,863.225,1598,14.4,17.2,0.2375,0,0.0125,-11.23360882,-17.08372828,-8.616957714,-16.90836534,8.291407628,2.522187563,1.765629238,0,2,80.55125447,77.03025447,271.5941,0.17,80.55125447,0,1261,3.521,0.283,0,0.176,-0.030120305,-0.999546281,9/29/2023,17
scal,17,9/30/2023,2023,2023,2023,273,9,39,30,1254,1696032000,573723.3631,4492567.625,551.8577165,0.855077537,5.616201338,37.5,4.9,57.6,1.66,2.88,0,0,8.458,58,3.576,16.42,23.278,33.278,19.333,234.95,871.683,1612.4,14.4,17.2,0.25,0,0.0125,-11.23360882,-17.08372828,-8.616957714,-16.90836534,8.291407628,2.522187563,1.765629238,0,3,83.70625447,80.55125447,271.5941,0.17,83.70625447,0,1262,3.155,0.283,0,0.176,-0.012910296,-0.999916659,9/30/2023,17
scal,18,5/7/2023,2023,2023,2023,127,5,18,7,1108,1683417600,573724.8792,4492509.732,551.7050121,0.713975222,6.023886836,37.5,4.9,57.6,1.66,2.88,1.27,0,8.661,62,3.174,24.79,18.111,29.944,13.611,0,8.661,11.7,11.7,14.4,0.02,0,0.001038298,-11.23360882,-17.08372828,-11.04299434,-16.83841593,6.073418649,0.007063377,0.150519429,0,4,29.484,29.128,271.5941,0.17,29.484,0,1116,1.626,0.283,0,0.176,-0.577291617,0.816538051,5/7/2023,18
scal,18,5/8/2023,2023,2023,2023,128,5,19,8,1109,1683504000,573724.8792,4492509.732,551.7050121,0.713975222,6.023886836,37.5,4.9,57.6,1.66,2.88,0,0,8.788,55,2.593,27.06,18.167,28.889,10.778,0,17.449,21.1,9.4,13.3,0.035,0,0.015,-11.23360882,-17.08372828,-11.04299434,-16.83841593,6.073418649,0.007063377,0.150519429,0,4,31.203,29.484,271.5941,0.17,31.203,0,1117,1.719,0.283,0,0.176,-0.591261445,0.806479946,5/8/2023,18
scal,18,5/9/2023,2023,2023,2023,129,5,19,9,1110,1683590400,573724.8792,4492509.732,551.7050121,0.713975222,6.023886836,37.5,4.9,57.6,1.66,2.88,8.636,0,3.886,77,3.532,12.13,16.389,20.389,12.944,0,21.335,27.8,6.7,12.2,0.05,0,0.015,-11.23360882,-17.08372828,-11.04299434,-16.83841593,6.073418649,0.007063377,0.150519429,0,4,23.611,31.203,271.5941,0.17,23.611,0,1118,1.048,0.283,0,0.176,-0.60505607,0.796182864,5/9/2023,18
scal,18,5/10/2023,2023,2023,2023,130,5,19,10,1111,1683676800,573724.8792,4492509.732,551.7050121,0.713975222,6.023886836,37.5,4.9,57.6,1.66,2.88,0,0,4.801,77,2.682,14.73,16.167,26.833,12.111,0,26.136,37.2,9.4,13.9,0.065,0,0.015,-11.23360882,-17.08372828,-11.04299434,-16.83841593,6.073418649,0.007063377,0.150519429,0,4,24.969,23.611,271.5941,0.17,24.969,0,1119,1.358,0.283,0,0.176,-0.618671403,0.785649855,5/10/2023,18
scal,18,5/11/2023,2023,2023,2023,131,5,19,11,1112,1683763200,573724.8792,4492509.732,551.7050121,0.713975222,6.023886836,37.5,4.9,57.6,1.66,2.88,0.762,0,6.02,76,4.649,19.75,17.778,25,14.944,0,32.156,46.6,9.4,15,0.08,0,0.015,-11.23360882,-17.08372828,-11.04299434,-16.83841593,6.073418649,0.007063377,0.150519429,0,4,25.555,24.969,271.5941,0.17,25.555,0,1120,1.346,0.283,0,0.176,-0.632103411,0.774884041,5/11/2023,18
scal,18,5/12/2023,2023,2023,2023,132,5,19,12,1113,1683849600,573724.8792,4492509.732,551.7050121,0.713975222,6.023886836,37.5,4.9,57.6,1.66,2.88,1.016,0,7.137,68,4.426,18.12,17.944,25.722,14.889,0,39.293,56.6,10,15,0.095,0,0.015,-11.23360882,-17.08372828,-11.04299434,-16.83841593,6.073418649,0.007063377,0.150519429,0,4,26.051,25.555,271.5941,0.17,26.051,0,1121,1.506,0.283,0,0.176,-0.645348113,0.763888613,5/12/2023,18
scal,18,5/13/2023,2023,2023,2023,133,5,19,13,1114,1683936000,573724.8792,4492509.732,551.7050121,0.713975222,6.023886836,37.5,4.9,57.6,1.66,2.88,0,0,6.071,73,4.157,18.53,17.778,25,13.167,0,45.364,65.5,8.9,14.4,0.11,0,0.015,-11.23360882,-17.08372828,-11.04299434,-16.83841593,6.073418649,0.007063377,0.150519429,0,4,27.425,26.051,271.5941,0.17,27.425,0,1122,1.374,0.283,0,0.176,-0.658401585,0.752666828,5/13/2023,18
scal,18,5/14/2023,2023,2023,2023,134,5,19,14,1115,1684022400,573724.8792,4492509.732,551.7050121,0.713975222,6.023886836,37.5,4.9,57.6,1.66,2.88,0,0,2.184,85,3.442,6.02,16.556,18.111,11.5,0,47.548,69.9,4.4,10,0.125,0,0.015,-11.23360882,-17.08372828,-11.04299434,-16.83841593,6.073418649,0.007063377,0.150519429,0,4,28.007,27.425,271.5941,0.17,28.007,0,1123,0.582,0.283,0,0.176,-0.671259958,0.741222011,5/14/2023,18
scal,18,5/15/2023,2023,2023,2023,135,5,20,15,1116,1684108800,573724.8792,4492509.732,551.7050121,0.713975222,6.023886836,37.5,4.9,57.6,1.66,2.88,0,0,0.991,91,2.19,4.11,14.667,12.222,10.111,0,48.539,71,1.1,6.7,0.14,0,0.015,-11.23360882,-17.08372828,-11.04299434,-16.83841593,6.073418649,0.007063377,0.150519429,0,4,28.349,28.007,271.5941,0.17,28.349,0,1124,0.342,0.283,0,0.176,-0.683919422,0.729557554,5/15/2023,18
scal,18,5/16/2023,2023,2023,2023,136,5,20,16,1117,1684195200,573724.8792,4492509.732,551.7050121,0.713975222,6.023886836,37.5,4.9,57.6,1.66,2.88,0,0,6.325,60,2.056,24.17,18.333,24.389,11.778,0,54.864,78.8,7.8,13.3,0.155,0,0.015,-11.23360882,-17.08372828,-11.04299434,-16.83841593,6.073418649,0.007063377,0.150519429,0,4,29.554,28.349,271.5941,0.17,29.554,0,1125,1.205,0.283,0,0.176,-0.696376226,0.717676914,5/16/2023,18
scal,18,5/17/2023,2023,2023,2023,137,5,20,17,1118,1684281600,573724.8792,4492509.732,551.7050121,0.713975222,6.023886836,37.5,4.9,57.6,1.66,2.88,0,0,7.849,52,2.19,27.7,19.389,27.278,6.667,0,62.713,87.1,8.3,11.1,0.17,0,0.015,-11.23360882,-17.08372828,-11.04299434,-16.83841593,6.073418649,0.007063377,0.150519429,0,4,31.261,29.554,271.5941,0.17,31.261,0,1126,1.707,0.283,0,0.176,-0.708626678,0.70558361,5/17/2023,18
scal,18,5/18/2023,2023,2023,2023,138,5,20,18,1119,1684368000,573724.8792,4492509.732,551.7050121,0.713975222,6.023886836,37.5,4.9,57.6,1.66,2.88,0,0,6.071,60,2.19,18.38,19.833,26.167,12.5,0,68.784,96,8.9,13.9,0.173333333,0,0.003333333,-12.06985229,-22.28924753,-12.06985229,-22.28924753,10.21939524,0.007063377,0.150519429,1,0,32.597,31.261,271.5941,0.17,32.597,0,1127,1.336,0.283,0,0.176,-0.72066715,0.693281227,5/18/2023,18
scal,18,5/19/2023,2023,2023,2023,139,5,20,19,1120,1684454400,573724.8792,4492509.732,551.7050121,0.713975222,6.023886836,37.5,4.9,57.6,1.66,2.88,0,0,6.833,53,3.442,25.81,19.444,19.444,6.556,0,75.617,100.4,4.4,8.3,0.176666667,0,0.003333333,-11.23360882,-17.08372828,-12.06985229,-22.28924753,10.21939524,0.007063377,0.150519429,0,1,33.97,32.597,271.5941,0.17,33.97,0,1128,1.373,0.283,0,0.176,-0.732494072,0.680773409,5/19/2023,18
scal,18,5/20/2023,2023,2023,2023,140,5,20,20,1121,1684540800,573724.8792,4492509.732,551.7050121,0.713975222,6.023886836,37.5,4.9,57.6,1.66,2.88,0,0,6.274,60,1.565,28.62,18.944,23.944,1.889,0,81.891,107.1,6.7,9.4,0.18,0,0.003333333,-11.23360882,-17.08372828,-12.06985229,-22.28924753,10.21939524,0.007063377,0.150519429,0,2,35.494,33.97,271.5941,0.17,35.494,0,1129,1.524,0.283,0,0.176,-0.74410394,0.668063864,5/20/2023,18
scal,18,5/21/2023,2023,2023,2023,141,5,20,21,1122,1684627200,573724.8792,4492509.732,551.7050121,0.713975222,6.023886836,37.5,4.9,57.6,1.66,2.88,0,0,8.153,58,2.906,25.85,19.722,26.833,5.889,0,90.044,115.4,8.3,10.6,0.183333333,0,0.003333333,-11.23360882,-17.08372828,-12.06985229,-22.28924753,10.21939524,0.007063377,0.150519429,0,3,37.424,35.494,271.5941,0.17,37.424,0,1130,1.93,0.283,0,0.176,-0.755493314,0.655156357,5/21/2023,18
scal,18,5/22/2023,2023,2023,2023,142,5,21,22,1123,1684713600,573724.8792,4492509.732,551.7050121,0.713975222,6.023886836,37.5,4.9,57.6,1.66,2.88,0,0,7.798,57,2.816,23.57,20.389,26.778,9.833,0,97.842,123.7,8.3,12.8,0.186666667,0,0.003333333,-11.23360882,-17.08372828,-12.06985229,-22.28924753,10.21939524,0.007063377,0.150519429,0,4,39.346,37.424,271.5941,0.17,39.346,0,1131,1.922,0.283,0,0.176,-0.766658819,0.642054713,5/22/2023,18
scal,18,5/23/2023,2023,2023,2023,143,5,21,23,1124,1684800000,573724.8792,4492509.732,551.7050121,0.713975222,6.023886836,37.5,4.9,57.6,1.66,2.88,0,12.7,6.299,66,2.548,19.17,19.944,26.556,10.222,12.7,104.141,132,8.3,12.8,0.19,0,0.003333333,-11.23360882,-17.08372828,-12.06985229,-22.28924753,10.21939524,0.007063377,0.150519429,0,5,28.476,39.346,271.5941,0.17,28.476,0,1132,1.83,0.283,0,0.176,-0.777597147,0.628762815,5/23/2023,18
scal,18,5/24/2023,2023,2023,2023,144,5,21,24,1125,1684886400,573724.8792,4492509.732,551.7050121,0.713975222,6.023886836,37.5,4.9,57.6,1.66,2.88,0,0,5.486,65,2.146,17.06,19.667,26,11.833,12.7,109.627,140.9,8.9,13.9,0.193333333,0,0.003333333,-11.23360882,-17.08372828,-12.06985229,-22.28924753,10.21939524,0.007063377,0.150519429,0,6,30.482,28.476,271.5941,0.17,30.482,0,1133,2.006,0.283,0,0.176,-0.788305056,0.6152846,5/24/2023,18
scal,18,5/25/2023,2023,2023,2023,145,5,21,25,1126,1684972800,573724.8792,4492509.732,551.7050121,0.713975222,6.023886836,37.5,4.9,57.6,1.66,2.88,0.762,0,6.604,70,3.487,20.75,19.833,26.5,11.389,12.7,116.231,149.8,8.9,13.3,0.196666667,0,0.003333333,-11.23360882,-17.08372828,-12.06985229,-22.28924753,10.21939524,0.007063377,0.150519429,0,7,31.819,30.482,271.5941,0.17,31.819,0,1134,2.087,0.283,0,0.176,-0.798779373,0.601624063,5/25/2023,18
scal,18,5/26/2023,2023,2023,2023,146,5,21,26,1127,1685059200,573724.8792,4492509.732,551.7050121,0.713975222,6.023886836,37.5,4.9,57.6,1.66,2.88,0,0,8.636,64,4.292,23.45,20.111,27.722,13,12.7,124.867,159.8,10,14.4,0.2,0,0.003333333,-11.23360882,-17.08372828,-12.06985229,-22.28924753,10.21939524,0.007063377,0.150519429,0,8,34.144,31.819,271.5941,0.17,34.144,0,1135,2.325,0.283,0,0.176,-0.809016994,0.587785252,5/26/2023,18
